author_name,gender,country,continent,city_birth,city_residence,language,year_birth,year_death,work1,work2,awards,time period,bio,list_url,list_title,list_bookname,list_copy
Akhil Sharma,Male,India,Asia,"New Delhi, India","Newark, USA",English,1971,,Family Life,An Obedient Father,IMPAC Dublin Literary Award,21st Century,Akhil Sharma is an Indian-American author and professor of creative writing. His first published novel An Obedient Father won the 2001 Hemingway Foundation/PEN Award.,https://www.hammockmag.com/recommendations-lists/a-new-reading-list-for-new-delhi,A New Reading List for New Delhi,An Obedient Father,"Ram Karam, an inspector in the Delhi school system, supports his widowed daughter and eight year old granddaughter by collecting bribes for a small-time political boss. On the eve of Rajiv Gandhi’s assassination, one careless act lays bare a lifetime of violence and the sexual shame behind Ram’s unimpressive public career, involving him in a ridiculous, terrifying political campaign that threatens his life. The book is a stark character study, a portrait of a country afflicted by the horrors of its past, evoking Dostoevsky or Nabokov’s guilt-ridden anti-heroes."
Benyamin,Male,India,Asia,"Kerala, India","Kerala, India",Malayalam,1971,,Jasmine Days,Yellow Lights of Death,,20th Century; 21st Century,"Benny Daniel, better known by his pen name Benyamin, is an Indian writer in Malayalam from Kerala. He is the author of about thirty books in various genres – from short stories to novels and memoirs.",,,,
Kiran Desai,Female,India,Asia,"New Delhi, India","New York City, USA",English,1971,,The Inheritance of Loss,Hullabaloo in the Guava Orchard,Booker Prize; National Book Award,20th Century; 21st Century,"Kiran Desai is an Indian author. Her novel The Inheritance of Loss won the 2006 Man Booker Prize and the National Book Critics Circle Fiction Award. In 2015, The Economic Times listed her as one of 20 ""most influential"" global Indian women.",,,,
Rana Dasgupta,Male,India,Asia,"Canterbury, UK","New Delhi, India",English,1971,,Capital,"Tokyo, Cancelled",Commonwealth Writers' Prize,21st Century,"Rana Dasgupta is a British novelist and essayist of Indian origin. He grew up in Cambridge, England, and studied at Balliol College, Oxford.",https://www.hammockmag.com/recommendations-lists/a-new-reading-list-for-new-delhi,A New Reading List for New Delhi,Capital,"Rana Dasgupta’s major nonfiction work is intense, lyrical, clever and a searing portrait of the capital of India. Dasgupta’s narrative bounces between sections of history and his own psycho-sociological profiling of the city’s controversial inhabitants, usually from the upper classes. He posits that Delhi was born out of trauma, and thus uses a certain form of machismo and accumulation of wealth to protect itself from the horrors of the past repeating. While Bombay may be the financial capital of India, Delhi is a city where money equals power which equals everything. "
Armand GauZ,Male,Ivory Coast,Africa,"Abidjan, Ivory Coast","Grand Bassam, Ivory Coast",French,1971,,Standing Heavy,Comrade Papa,International Booker Prize,21st Century,"Gauz, also known as Armand Gauz is the author name of Armand Patrick Gbaka-Brédé. He is an author, publisher, screenwriter, and actor.",,,,
Binyavanga Wainaina,Male,Kenya,Africa,"Nakuru, Kenya","Nairobi, Kenya",English,1971,2019,One Day I Will Write About This Place,How to Write About Africa,,20th Century; 21st Century,"Kenneth Binyavanga Wainaina was a Kenyan author, journalist and 2002 winner of the Caine Prize for African Writing. In 2003, he was the founding editor of Kwani? literary magazine.",,,,
Tash Aw,Male,Malaysia,Asia,"Taipei, Taiwan","London, UK",English,1971,,Map of the Invisible World,Five Star Billionaire,Booker Prize; Commonwealth Writers' Prize,21st Century,Tash Aw is a Malaysian writer who lives in London. His novels have been won and been shortlisted for various accolades and he is one of Malaysia's most successful authors. ,,,,
Uwem Akpan,Male,Nigeria,Africa,"Akwa Ibom, Nigeria","Gainesville, USA",English,1971,,Say You're One of Them,"New York, My Village",Commonwealth Writers' Prize,21st Century,"Uwem Akpan is a Nigerian writer. He is known as the author of Say You're One of Them, a collection of five stories published by Little, Brown & Company. His debut book achieved international success.",,,,
Mohsin Hamid,Male,Pakistan,Asia,"Lahore, Pakistan","Lahore, Pakistan",English,1971,,The Reluctant Fundamentalist,Exit West,Booker Prize; Neustadt International Prize; Commonwealth Writers' Prize; IMPAC Dublin Literary Award; National Book Award,21st Century,"Mohsin Hamid is a British Pakistani novelist, writer and brand consultant. Hamid has described himself as a ""mongrel""and has said of his writing that ""a novel can often be a divided man’s conversation with himself"".",,,,
Elif Shafak,Female,Turkey,Asia,"Strasbourg, France","London, UK",English,1971,,The Forty Rules of Love,There Are Rivers in the Sky,Booker Prize; IMPAC Dublin Literary Award,21st Century,"Elif Shafak is a Turkish-British novelist, essayist, public speaker, political scientist and activist. Shafak writes in Turkish and English, and has published 21 books.",,,,
Julia Bell,Female,United Kingdom,Europe,"London, UK","London, UK",English,1971,,Radical Attention,Hymnal,,21st Century,Julia Bell is a British novelist and poet living in North London. She is Senior Lecturer at Birkbeck and the founder and Project Director of the annual publication the Mechanics’ Institute Review.,,,,
Viet Thanh Nguyen,Male,Vietnam,Asia,"Ban Mê Thuột, Vietnam","Los Angeles, USA",English,1971,,The Sympathizer,The Refugees,Pulitzer Prize,21st Century,Viet Thanh Nguyen is a South Vietnamese-born American professor and novelist. He is the Aerol Arnold Chair of English and Professor of English and American Studies and Ethnicity at the University of Southern California.,,,,
Steve Toltz,Male,Australia,Australia,"Sydney, Australia","Sydney, Australia",English,1972,,A Fraction of the Whole,Quicksand,Booker Prize,21st Century,"Steve Toltz is an Australian novelist. Prior to his literary career, he lived in Montreal, Vancouver, New York City, Barcelona, and Paris, variously working as a cameraman, telemarketer, security guard, private investigator, English teacher, and screenwriter. ",,,,
Yiyun Li,Female,China,Asia,"Beijing, China","Oakland, USA",English,1972,,The Vagrants,The Book of Goose,,21st Century,Yiyun Li is a Chinese-born writer and professor in the United States. Her short stories and novels have won several awards.,,,,
Pilar Quintana,Female,Colombia,Latin America,"Cali, Colombia","Bogota, Colombia",Spanish,1972,,The Bitch,Abyss,National Book Award,20th Century; 21st Century,"Pilar Quintana is a Colombia writer. In 2007 she was chosen by Hay Festival as one of the Bogota39, a selection of the most promising young writers in Latin America.",,,,
Laurent Binet,Male,France,Europe,"Paris, France","Paris, France",French,1972,,HHhH,The Seventh Function of Language,Prix Goncourt,20th Century; 21st Century,Laurent Binet is a French writer and university lecturer. His work focuses on the modern political scene in France.,,,,
Matthias Enard,Male,France,Europe,"Niort, France","Barcelona, Spain",French,1972,,Compass,Zone,Prix Goncourt; International Booker Prize,20th Century; 21st Century,Mathias Énard is a French novelist. He studied Persian and Arabic and spent long periods in the Middle East. He has lived in Barcelona for about fifteen years with a brief stint in Berlin. ,https://www.hammockmag.com/recommendations-lists/summer-translation-selections,Summer Translation Selections,Compass,"As night falls over Vienna, an insomniac musicologist spends a restless night drifting between dreams and memories, revisiting the important chapters of his life: his ongoing fascination with the Middle East and his numerous travels to Istanbul, Aleppo, Damascus, and Tehran, as well as his elusive love, Sarah, a French scholar caught in the intricate tension between Europe and the Middle East. Winner of various literary prizes, this is a stunning book about the space between cultures and the pitfalls of Orientalism."
Shokoofeh Azar,Female,Iran,Asia,"Tehran, Iran","Melbourne, Australia",English,1972,,The Enlightenment of the Greengage Tree,The Execution of the Garden of Eden,International Booker Prize,21st Century,"Shokoofeh Azar is an Iranian-Australian author and journalist. Her novel, The Enlightenment of the Greengage Tree, has been nominated for the Stella Prize and the International Booker Prize.",,,,
Maggie O'Farrell,Female,Ireland,Europe,"Derry, Ireland","Edinburgh, Scotland",English,1972,,Hamnet,Instructions for a Heatwave,Booker Prize,21st Century,"Maggie O'Farrell is a novelist from Northern Ireland. Her acclaimed first novel, After You'd Gone, won the Betty Trask Award",,,,
Tan Twan Eng,Male,Malaysia,Asia,"Penang, Malaysia","Cape Town, South Africa",English,1972,,The House of Doors,The Garden of Evening Mists,Booker Prize,21st Century,"Tan Twan Eng is a Malaysian novelist who writes in English. He published his first novel, The Gift of Rain, in 2007.",,,,
Maria Stepanova,Female,Russia,Europe,"Moscow, Russia","Moscow, Russia",Russian,1972,,In Memory of Memory,Holy Winter,,21st Century,"Maria Mikhailovna Stepanova is a Russian poet, novelist, and journalist. She is the current editor of Colta.ru, an online publication specializing in arts and culture. In 2005, she won the prestigious Andrei Bely Prize for poetry.",,,,
Sara Stridsberg,Female,Sweden,Europe,"Solna, Sweden","Stockholm, Sweden",Swedish,1972,,The Faculty of Dreams,The Antarctica of Love,International Booker Prize,21st Century,"Sara Brita Stridsberg is a Swedish author and playwright. Her first novel, Happy Sally, was about Sally Bauer, who in 1939 had become the first Scandinavian woman to swim the English Channel.",,,,
Charlotte Mendelson,Female,United Kingdom,Europe,"London, UK","London, UK",English,1972,,Almost English,When We Were Bad,,21st Century,"Charlotte Jane Mendelson is an English novelist and editor. She has written seven novels and worked as a creative writing professor, editor and correspondent. ",,,,
Edward Docx,Male,United Kingdom,Europe,"Newcastle, UK","London, UK",English,1972,,Self Help,Let Go My Hand,Booker Prize,21st Century,"Edward Docx is a British writer. His first novel, The Calligrapher, was published in 2003. He is an associate editor of New Statesman Magazine.",,,,
Mariana Enriquez,Female,Argentina,Latin America,"Buenos Aires, Argentina","Buenos Aires, Argentina",Spanish,1973,,Things We Lost in the Fire,The Dangers of Smoking in Bed,International Booker Prize,21st Century,"Mariana Enríquez is an Argentine journalist, novelist, and short story writer. She is a part of the group of writers known as ""new Argentine narrative"".",https://www.hammockmag.com/recommendations-lists/seminal-works-of,A Literary Horror Reading List,All the Things We Lost in the Fire,"A stunning debut from the Argetinian journalist and writer, this 2017 collection of short stories is spellbinding until the last word. They’re filled with imagery of bodily trauma, often self-inflicted, and an undercurrent of the threat of violence runs through them. The effect is so immersive that the details begin to feel like the reader’s own nightmares. The immense pleasure of Enriquez’s fiction is the conclusiveness of her ambiguity. We don’t know who has taken away a vanished girl, or murdered a child, or consumed a husband. They simply had to go. "
Selva Almada,Female,Argentina,Latin America,"Villa Elisa, Argentina","Buenos Aires, Argentina",Spanish,1973,,Not A River,Brickmakers,International Booker Prize,21st Century,"Selva Almada is an Argentine writer of poetry, short stories, and novels. She expanded into nonfiction in 2014. ",,,,
Xiaolu Guo,Female,China,Asia,"Wenling, China","London, UK",English,1973,,A Concise Chinese-English Dictionary for Lovers,I Am China,National Book Award,21st Century,"Xiaolu Guo is a Chinese-born British author, filmmaker and academic. Her writing and films explore migration, alienation, memory, personal journeys, feminism, translation and transnational identities.",,,,
Juan Gabriel Vasquez,Male,Colombia,Latin America,"Bogota, Colombia","Bogota, Colombia",Spanish,1973,,The Sound of Things Falling,Retrospective,IMPAC Dublin Literary Award; International Booker Prize,21st Century,"Juan Gabriel Vásquez is a Colombian writer, journalist and translator. He has written many novels, short stories, literary essays, and numerous articles of political commentary.",https://www.hammockmag.com/recommendations-lists/seven-stunning-latin-american-novels,Seven Stunning Latin American Novels,Retrospective,"A novel based on the real life Colombian film director Sergio Cabrera, Vasquez’s novel is epic and yet intimate, chronicling the global and local with powerful detail. From growing up in Mao’s China to fighting with guerillas in Colombia to getting caught up in the world of the Spanish Civil War and far beyond, this portrait of a life also becomes a portrait of the past century."
Aki Ollikainen,Male,Finland,Europe,"Kolari, Finland","Helsinki, Finland",Finnish,1973,,White Hunger,Musta Satu,International Booker Prize,21st Century,"Aki Ollikainen is a Finnish writer. A photographer and journalist by profession, Ollikainen received widespread acclaim for his debut novel Nälkävuosi, an account of the Finnish famine of 1866–1868.",,,,
Ahmed Saadawi,Male,Iraq,Asia,"Baghdad, Iraq","Baghdad, Iraq",Arabic,1973,,Frankenstein in Baghdad,The Chalk Door,,21st Century,"Ahmed Saadawi is an Iraqi novelist, poet, screenwriter and documentary film maker. He won the 2014 International Prize for Arabic Fiction for Frankenstein in Baghdad.",,,,
Guadalupe Nettel,Female,Mexico,Latin America,"Mexico City, Mexico","Mexico City, Mexico",Spanish,1973,,Still Born,The Body Where I Was Born,International Booker Prize; Neustadt International Prize,21st Century,"Guadalupe Nettel is a Mexican writer. She has published four novels, including The Body Where I Was Born and After the Winter.",,,,
Juan Pablo Villalobos,Male,Mexico,Latin America,"Guadalajara, Mexico","Barcelona, Spain",Spanish,1973,,Down the Rabbit Hole,I'll Sell You A Dog,,21st Century,"Juan Pablo Villalobos is a Mexican author. His debut novel, Down the Rabbit Hole, was published by And Other Stories in 2011 and was shortlisted for the Guardian First Book Award.",,,,
Kamila Shamsie,Female,Pakistan,Asia,"Karachi, Pakistan","London, UK",English,1973,,Burnt Shadows,Home Fire,Booker Prize; IMPAC Dublin Literary Award,21st Century,"Kamila Shamsie is a Pakistani and British writer and novelist who is best known for her award-winning novel Home Fire. Named on Granta magazine's list of 20 best young British writers, Shamsie has written several acclaimed novels.",,,,
Anthony Doerr,Male,USA,North America,"Cleveland, USA","Boise, USA",English,1973,,All The Light We Cannot See,Cloud Cuckoo Land,Pulitzer Prize; National Book Award,21st Century,"Anthony Doerr is an American author of novels and short stories. He gained widespread recognition for his 2014 novel All the Light We Cannot See, which won the Pulitzer Prize for Fiction.",https://www.hammockmag.com/recommendations-lists/contemporary-war-novels-a-reading-list,Contemporary War Novels,All the Light We Cannot See,"This powerful piece of historical war fiction focuses on the period of the second World War. Doerr expertly interlinks two parallel lives - of a blind French girl and an orphaned German boy - following their journeys over the course of the war with stunning precision, to paint a picture of devastation and humanity. It’s a remarkable achievement, and it’s no surprise this book won the Pulitzer and several other awards."
Maggie Nelson,Female,USA,North America,"San Francisco, USA","Los Angeles, USA",English,1973,,The Argonauts,Bluets,,21st Century,"Maggie Nelson is an American writer. She has been described as a genre-busting writer defying classification, working in autobiography, art criticism, theory, feminism, queerness, sexual violence, the history of the avant-garde, aesthetic theory, philosophy, scholarship, and poetry.",https://www.hammockmag.com/recommendations-lists/five-modern-literary-romances,Five Modern Literary Romances,The Argonauts,"This is not a novel as much as a work of genre-bending memoir and theory, that offers new ways of thinking about love, desire, identity and family. At its centre is a romance between the author and the gender-fluid artist Harry Dodge. This story, which includes Nelson's account of falling in love with Dodge, as well as her journey to and through a pregnancy, is a classic of modern queer writing and the changing shapes of passion and desire."
Maaza Mengiste,Female,Ethiopia,Africa,"Addis Ababa, Ethiopia","New York, USA",English,1974,,The Shadow King,Beneath the Lion's Gaze,Booker Prize,21st Century,"Maaza Mengiste is an Ethopian-American writer who has published fiction and nonfiction dealing with migration, the Ethiopian revolution, and the plight of sub-Saharan immigrants arriving in Europe.",,,,
Sulaiman Addonia,Male,Ethiopia,Africa,Eritrea,"Brussels, Belgium",English,1974,,The Consequences of Love,Silence is My Mother Tongue,Commonwealth Writers' Prize,21st Century,Sulaiman Addonia is a British-Eritrean author who also works at a creative writing academy for refugees. He lived in refugee camps from the age of two years old until he received asylum in England in 1990.,,,,
Aravind Adiga,Male,India,Asia,"Chennai, India","Mumbai, India",English,1974,,The White Tiger,Last Man in Tower,Booker Prize,21st Century,"Aravind Adiga is an Indian writer and journalist. His debut novel, The White Tiger, won the 2008 Man Booker Prize.",https://www.hammockmag.com/recommendations-lists/a-new-reading-list-for-new-delhi,A New Reading List for New Delhi,The White Tiger,"Winner of the Booker Prize and adapted into a film by Ramin Bahrani, this is the story of Balram Halwai’s life as a “self-made” entrepreneur; a rickshaw driver’s son who skillfully climbs India’s social ladder, greased with greed and corruption, to become a chauffeur and later, run a taxi business. He recounts his life in a letter to visiting Chinese official Premier Wen Jiabao, with the goal of educating him about entrepreneurship in India. Adiga exposes the socio-economic inequalities that underpin most social bonds in Delhi."
Jente Posthuma,Female,Netherlands,Europe,"Twente, Netherlands","Amsterdam, Netherlands",Dutch,1974,,What I'd Rather Not Think About,Heks! Heks! Heks!,International Booker Prize,21st Century,Jente Posthuma is a Dutch writer who was longlisted for the 2024 International Booker Prize.,,,,
Adania Shibli,Female,Palestine,Asia,Palestine,"Berlin, Germany",Arabic,1974,,Minor Detail,We Are All Equally Far From Love,International Booker Prize,21st Century,Adania Shibli is a Palestinian author and essayist. She is mainly known for the 2020 translation of her novel Minor Detail into English.,https://www.hammockmag.com/recommendations-lists/a-reading-list-for-palestine,A Reading List for Palestine,Minor Detail,"Minor Detail begins during the summer of 1949, one year after the war that the Palestinians mourn as the Nakba and the Israelis celebrate as the War of Independence. Many years later, a woman in Ramallah becomes fascinated to the point of obsession with a particular atrocity or ‘minor detail’ of history. A haunting meditation on war, violence and memory, Minor Detail cuts to the heart of the Palestinian experience of dispossession, life under occupation, and the persistent difficulty of piecing together a narrative in the face of ongoing erasure."
Wioletta Greg,Female,Poland,Europe,"Katowice, Poland","Katowice, Poland",Polish,1974,,Swallowing Mercury,Accomodations,International Booker Prize,21st Century,"Wioletta Grzegorzewska, or Wioletta Greg is a Polish poet and writer nominated for The International Booker Prize.",,,,
Kevin Kwan,Male,Singapore,Asia,Singapore,"New York, USA",English,1974,,Crazy Rich Asians,Rich People Problems,,21st Century,"Kevin Kwan is a Singaporean-born American novelist and writer of satirical novels Crazy Rich Asians, China Rich Girlfriend, and Rich People Problems. His books have been adapted for film and television.",https://www.hammockmag.com/recommendations-lists/6-novels-about-wealthy-families,Six Novels About Wealthy Families,Rich People Problems,"The final segment of the infamous Crazy Rich Asians trilogy, Kevin Kwan’s book takes the kind of abhorrent people you enjoy watching on television and relocates them to Singapore, now amongst the world’s most expensive cities. From family dynamics to Asian customs to expectations in marriages to obscene displays of wealth, the book hops between continents with ease as an ultra-wealthy couple from Singapore navigates the perils of their class."
David Szalay,Male,United Kingdom,Europe,"Montreal, Canada","Budapest, Hungary",English,1974,,All That Man Is,Turbulence,Booker Prize,21st Century,"David Szalay is a Hungarian-English writer whose work explores globalisation and masculinity, among other things. He was born to a Canadian mother and Hungarian father and grew up in Beirut and London. ",,,,
Sarah Hall,Female,United Kingdom,Europe,"Carlisle, UK","Norwich, UK",English,1974,,The Electric Michelangelo,The Wolf Border,,21st Century,"Sarah Hall is an English novelist and short story writer. Her critically acclaimed second novel, The Electric Michelangelo, was nominated for the 2004 Man Booker Prize.",,,,
Hanya Yanagihara,Female,USA,North America,"Los Angeles, USA","New York, USA",English,1974,,A Little Life,To Paradise,Booker Prize; National Book Award,21st Century,"Hanya Yanagihara is an American novelist, editor, and travel writer. She grew up in Hawaii. She is best known for her bestselling novel A Little Life, which was shortlisted for the 2015 Booker Prize.",,,,
Joshua Ferris,Male,USA,North America,"Chicago, USA","New York, USA",English,1974,,Then We Came to the End,The Unnamed,National Book Award; Booker Prize,21st Century,Joshua Ferris is an American author best known for his debut novel Then We Came to the End. The novel is a comedy about the American workplace.,https://www.hammockmag.com/recommendations-lists/a-selection-of-workplace-novels,A Selection of Workplace Novels,Then We Came to the End,"Told through the omniscient ‘we’, Joshua Ferris’ book about the employees of a Chicago ad agency has been called ‘the great office novel’. From office gossip to workplace romance to email etiquette to politics to a downturn to elaborate pranks to coffee breaks, the book can be seen as a kind of predecessor to ubiquitous office sitcoms of the past decade, with more emotional punch and an accurate grasp of modern corporate life."
Miranda July,Female,USA,North America,"Vermont, USA","Los Angeles, USA",English,1974,,All Fours,The First Bad Man,National Book Award,21st Century,"Miranda July is an American film director, screenwriter, actress and author. Her body of work includes film, fiction, monologue, digital presentations and live performance art.",https://www.hammockmag.com/recommendations-lists/exceptional-modern-short-story-collections,Exceptional Modern Short Story Collections,No One Belongs Here More Than You,"Miranda July’s collection of short fiction explores sensitive, sympathetic and vulnerable characters with a deft touch. Through various stories that are funny, quirky, and infused with July’s unique voice, the collection explores loneliness, intimacy and awkwardness with the sharpness and insight that has resonated over the years."
Nicole Krauss,Female,USA,North America,"New York, USA","New York, USA",English,1974,,The History of Love,Forest Dark,National Book Award,21st Century,"Nicole Krauss is an American author best known for her four novels Man Walks into a Room, The History of Love, Great House and Forest Dark, which have been translated into 35 languages.",,,,
Maria Gainza,Female,Argentina,Latin America,"Buenos Aires, Argentina","Buenos Aires, Argentina",Spanish,1975,,Optic Nerve,Portrait of an Unknown Lady,,21st Century,"Maria Gainza is an Argentine art critic and writer. Her debut novel, Optic Nerve, was a New York Times 'Notable Book' of 2019.
",https://www.hammockmag.com/recommendations-lists/7-modern-masterpieces-about-the-art-world,Seven Masterpieces About the Art World,Optic Nerve,"An exceptional debut novel that straddles the lines between memoir, autofiction and art history, Maria Gainza’s Optic Nerve is as much as about art as about the viewer who perceives it. Taking various incidents in art history, from Rothko’s refusal to finish a work to a banquet thrown by Picasso, the narrator links them to incidents or moments in her own life in Buenos Aires to create a picture of a life impacted by interaction with art, told in a beautifully meditative and seductive style."
Markus Zusak,Male,Australia,Australia,"Sydney, Australia","Sydney, Australia",English,1975,,The Book Thief,The Messenger,,21st Century,"Markus Zusak is an Australian writer. He is best known for The Book Thief and The Messenger, two novels that became international bestsellers.",,,,
Tahmima Anam,Female,Bangladesh,Asia,"Dhaka, Bangladesh","London, UK",English,1975,,The Good Muslim,A Golden Age,Commonwealth Writers' Prize,21st Century,"Tahmima Anam is a Bangladeshi-born British writer, novelist and columnist. Her first novel, A Golden Age, was the Best First Book winner of the 2008 Commonwealth Writers' Prizes.",https://www.hammockmag.com/recommendations-lists/selections-from-the-subcontinent,Selections from the Subcontinent,A Golden Age,"A Golden Age is the first novel by Bangladesh-born novelist Tahmima Anam. It tells the story of the Bangladeshi War of Liberation through the eyes of one family, and explores the struggle for independence from a personal perspective. The novel was selected as the best debut novel in the Commonwealth Writers' Prize 2008 and shortlisted for various other honours."
Alejandro Zambra,Male,Chile,Latin America,"Santiago, Chile","Santiago, Chile",Spanish,1975,,Bonsai,Ways of Going Home,,21st Century,"Alejandro Andrés Zambra Infantas is a Chilean poet, short-story writer and novelist. He has been recognized for his talent as a young Latin American writer with various honours.",,,,
Claudia Hernandez,Female,El Salvador,Latin America,"San Salvador, El Salvador","San Salvador, El Salvador",Spanish,1975,,Slash and Burn,They Have Fired Her Again,,20th Century; 21st Century,Claudia Hernández González is a Salvadoran short story writer. She was born in El Salvador in 1975. She was awarded the Anna Seghers Prize in 2004. She is widely regarded as among the pre-eminent living Salvadoran writers.,,,,
Daniel Kehlmann,Male,Germany,Europe,"Munich, Germany","Berlin, Germany",German,1975,,Measuring the World ,Fame,,21st Century,Daniel Kehlmann is a German-language novelist and playwright of both Austrian and German nationality. His novel Measuring the World was the best selling book in the German language for years after its release and earned him global acclaim. ,,,,
Eka Kurniawan,Male,Indonesia,Asia,"Tasikmalaya, Indonesia","Jakarta, Indonesia",Bahasa,1975,,Beauty Is a Wound,Man Tiger,International Booker Prize,21st Century,"Eka Kurniawan is an Indonesian writer and screenwriter. In 2016, Kurniawan became the first Indonesian writer to be nominated for the Man Booker International Prize.",,,,
Paul Murray,Male,Ireland,Europe,"Dublin, Ireland","Dublin, Ireland",English,1975,,The Bee Sting,An Evening of Long Goodbyes,Booker Prize,21st Century,"Paul Murray is an Irish novelist, the author of the novels An Evening of Long Goodbyes, Skippy Dies, The Mark and the Void, and The Bee Sting. The Bee Sting was shortlisted for the 2023 Booker Prize and won an Irish Book Award as Novel of the Year",,,,
Teju Cole,Male,Nigeria,Africa,"Kalamazoo, USA","New York, USA",English,1975,,Open City,Tremor,National Book Award,21st Century,"Teju Cole is a Nigerian-American writer, photographer, and art historian. His work has received several prominent awards and global recognition.",,,,
Gabriela Wiener,Female,Peru,Latin America,"Lima, Peru","Madrid, Spain",Spanish,1975,,Nine Moons,Sexographies,,21st Century,"Gabriela Wiener is a Peruvian writer, chronicler, poet and journalist. She is part of the group of new Latin American chroniclers. She has lived in Spain since 2003.",,,,
Shehan Karunatilaka,Male,Sri Lanka,Asia,"Galle, Sri Lanka","Colombo, Sri Lanka",English,1975,,Chinaman: The Legend of Pradeep Mathew,The Seven Moons of Maali Almeida,Booker Prize; Commonwealth Writers' Prize,21st Century,"Shehan Karunatilaka is a Sri Lankan writer. He grew up in Colombo, studied in New Zealand and has lived and worked in London, Amsterdam and Singapore.",,,,
Zadie Smith,Female,United Kingdom,Europe,"London, UK","New York, USA",English,1975,,White Teeth,On Beauty,Booker Prize; Commonwealth Writers' Prize; National Book Award,21st Century,"Zadie Smith is an English novelist, essayist, and short-story writer. Her debut novel, White Teeth, immediately became a best-seller and won a number of awards. She became a tenured professor in the Creative Writing faculty of New York University in September 2010.",,,,
Sheila Heti,Female,Canada,North America,"Toronto, Canada","Toronto, Canada",English,1976,,How Should a Person Be?,Pure Colour,,21st Century,"Sheila Heti is the author of eleven books. She was named one of ""The New Vanguard"" by The New York Times; a list of fifteen writers around the world who are ""shaping the way we read and write fiction in the 21st century."" ",,,,
Donal Ryan,Male,Ireland,Europe,"Nenagh, Ireland","Limerick, Ireland",English,1976,,The Spinning Heart,From a Low and Quiet Sea,Booker Prize; IMPAC Dublin Literary Award,21st Century,"Donal Ryan is an Irish writer. He has published seven novels and one short story collection, and been describe in The Guardian as ""the king of the new wave of Irish writers"".",,,,
Mieko Kawakami,Female,Japan,Asia,"Osaka, Japan","Tokyo, Japan",Japanese,1976,,Breasts and Eggs,Heaven,International Booker Prize,21st Century,Mieko Kawakami is a Japanese writer and poet from Osaka. Her work has won prestigious Japanese literary awards in several genres,,,,
Renato Cisneros,Male,Peru,Latin America,"Lima, Peru","Lima, Peru",Spanish,1976,,The Distance Between Us,You Shall Leave Your Land,Prix Medicis,21st Century,Renato Cisneros is a journalist and writer. He is the son of the politician Luis Cisneros Vizquerra. He studied at the University of Lima and the University of Miami. He began his literary career as a poet.,,,,
Bora Chung,Female,South Korea,Asia,"Seoul, South Korea","Seoul, South Korea",Korean,1976,,Cursed Bunny,Your Utopia,International Booker Prize,21st Century,"Chung Bora is a South Korean writer and translator. Her collection of short stories, Cursed Bunny, was shortlisted for the 2022 International Booker Prize.",,,,
Pitchaya Sudbanthad,Male,Thailand,Asia,"Bangkok, Thailand","Bangkok, Thailand",,1976,,Bangkok Wakes to Rain,,,21st Century,"Pitchaya Sudbanthad is a Thai writer and essayist. His debut novel, Bangkok Wakes to Rain, was selected as a notable book of the year by the New York Times and the Washington Post.",,,,
Douglas Stuart,Male,United Kingdom,Europe,"Glasgow, UK","New York, USA",English,1976,,Shuggie Bain,Young Mungo,Booker Prize; National Book Award,21st Century,"Douglas Stuart is a Scottish-American writer and fashion designer. Born in Glasgow, Scotland, he studied at the Scottish College of Textiles and London's Royal College of Art, before moving at the age of 24 to New York City.",https://www.hammockmag.com/recommendations-lists/essential-pride-month-picks,Essential Pride Month Picks,Shuggie Bain,"This is the story of Shuggie, a young boy in poverty-stricken 1980s Glasglow. The ruthlessness of growing up poor and the limits of love are laid bare as his mother drinks herself to death after her husband deserts her, leaving her with three children in an impoverished mining town. At the centre of all this, little Shuggie is just beginning to perceive, and trying to puzzle out why nearly everyone he meets considers him “no right.” Filled with lyrical Scottish slang, visceral descriptions of bodies and the understanding of growing up with an alcoholic parent, Shuggie Bain is one of the most explosive debuts of modern times."
Fernanda Trias,Female,Uruguay,Latin America,"Montevideo, Uruguay","Bogota, Colombia",Spanish,1976,,The Rooftop,Pink Slime,National Book Award,21st Century,Fernanda Trías is a Uruguayan author and translator. Her work has been translated into seventeen languages and won many awards.,,,,
Charles Yu,Male,USA,North America,"Los Angeles, USA","Los Angeles, USA",English,1976,,Interior Chinatown,How to Live Safely in a Science Fictional Universe,National Book Award; Prix Medicis,21st Century,"Charles Chowkai Yu is an American writer. He is the author of the novels How to Live Safely in a Science Fictional Universe and Interior Chinatown. In 2007 he was named a ""5 under 35"" honoree by the National Book Foundation.",https://www.hammockmag.com/recommendations-lists/iconic-cinema-novels,Iconic Cinema Novels,Interior Chinatown,"A brilliant work that explores the grey areas between the formats of screenplay and novel, written partially as both, Interior Chinatown tells the tale of Willis Wu, who plays a ‘generic Asian man’ in Hollywood and longs to ascend to the level of ‘Kung Fu guy’. It’s a sharp tale of lack of representation, bias and a masterful exercise in shifting between styles and even genres without missing a beat.
"
Andres Neuman,Male,Argentina,Latin America,"Buenos Aires, Argentina","Granada, Spain",Spanish,1977,,Traveler of the Century,Things We Won't Do,IMPAC Dublin Literary Award,21st Century,"Andrés Neuman was born in Buenos Aires, where he spent his childhood. The son of Argentinian émigré musicians, he grew up in Spain. He was included in Granta’s “Best of Young Spanish-Language Novelists” issue and is the author of numerous novels, short stories, essays, and poetry collections.",,,,
